Dado 1;Dado 2;Dado 3;;;;;;;;;;;
8.572351;18.785116;-2.893187;;;;;;;;;;;
6.2453284;18.275965;-2.9284708;;;;;;;;;;;
3.921762;17.76757;-2.9637022;;;;;;;;;;;
1.6016467;17.259932;-2.998881;;;;;;;;;;;
-1.8055439;16.835379;-3.0509794;;;;;;;;;;;
-5.207673;16.411457;-3.1030002;;;;;;;;;;;
-7.7442546;15.671739;-3.3334947;;;;;;;;;;;
-10.277069;14.933119;-3.5636468;;;;;;;;;;;
-12.3424225;14.43039;-3.7840595;;;;;;;;;;;
-14.404708;13.928409;-4.0041447;;;;;;;;;;;
-16.46393;13.427173;-4.223903;;;;;;;;;;;
-17.075556;13.200189;-4.076696;;;;;;;;;;;
-17.686274;12.973541;-3.9297073;;;;;;;;;;;
-19.01618;12.51468;-3.8515239;;;;;;;;;;;
-20.34411;12.0564995;-3.7734568;;;;;;;;;;;
-20.907194;11.620039;-3.6194847;;;;;;;;;;;
-21.469442;11.184227;-3.4657414;;;;;;;;;;;
-22.61574;10.707264;-3.4432292;;;;;;;;;;;
-23.760332;10.2310095;-3.4207504;;;;;;;;;;;
-24.903227;9.755463;-3.3983052;;;;;;;;;;;
-24.535788;9.852322;-3.4472854;;;;;;;;;;;
-24.168894;9.949037;-3.496193;;;;;;;;;;;
-22.36432;10.521931;-3.5483942;;;;;;;;;;;
-20.562428;11.093974;-3.6005177;;;;;;;;;;;
-18.256592;11.754374;-3.6778107;;;;;;;;;;;
-15.95418;12.413792;-3.754989;;;;;;;;;;;
-13.655188;13.07223;-3.8320525;;;;;;;;;;;
-9.025685;14.666347;-4.0022745;;;;;;;;;;;
-4.4030585;16.258097;-4.1722436;;;;;;;;;;;
0.21270192;17.543118;-4.510553;;;;;;;;;;;
4.821606;18.82623;-4.848359;;;;;;;;;;;
9.423665;20.107435;-5.185664;;;;;;;;;;;
14.018888;21.254053;-5.7541776;;;;;;;;;;;
18.607286;22.398968;-6.3218465;;;;;;;;;;;
23.08704;23.300512;-6.596651;;;;;;;;;;;
27.56014;24.20072;-6.8710475;;;;;;;;;;;
31.3159;24.899439;-6.8412333;;;;;;;;;;;
35.066082;25.59712;-6.8114634;;;;;;;;;;;
38.81069;26.293766;-6.7817373;;;;;;;;;;;
41.77789;26.835793;-6.7287726;;;;;;;;;;;
44.74068;27.377014;-6.6758866;;;;;;;;;;;
48.33445;28.03609;-6.4194217;;;;;;;;;;;
51.922882;28.69419;-6.1633377;;;;;;;;;;;
54.815765;29.118338;-6.153089;;;;;;;;;;;
57.70435;29.541857;-6.142855;;;;;;;;;;;
60.586823;29.804148;-5.833322;;;;;;;;;;;
63.46501;30.06605;-5.5242486;;;;;;;;;;;
65.41994;30.179447;-5.451972;;;;;;;;;;;
67.37196;30.292677;-5.379803;;;;;;;;;;;
69.32109;30.405739;-5.3077416;;;;;;;;;;;
69.440155;30.083126;-5.3196626;;;;;;;;;;;
69.559044;29.760992;-5.331566;;;;;;;;;;;
69.67776;29.439335;-5.343451;;;;;;;;;;;
70.21806;29.14593;-5.176908;;;;;;;;;;;
70.75756;28.852959;-5.0106125;;;;;;;;;;;
71.42796;28.812471;-4.942325;;;;;;;;;;;
72.09737;28.772043;-4.874139;;;;;;;;;;;
72.789055;28.882315;-4.826532;;;;;;;;;;;
73.47972;28.992422;-4.778996;;;;;;;;;;;
72.36674;28.905302;-4.6447096;;;;;;;;;;;
71.25541;28.81831;-4.510623;;;;;;;;;;;
70.14573;28.731447;-4.376735;;;;;;;;;;;
67.47703;28.438953;-4.335057;;;;;;;;;;;
64.812294;28.146893;-4.2934403;;;;;;;;;;;
61.648964;27.80309;-3.9710853;;;;;;;;;;;
58.49033;27.459795;-3.649209;;;;;;;;;;;
54.174194;26.886284;-3.4003253;;;;;;;;;;;
49.864468;26.313625;-3.1518111;;;;;;;;;;;
45.561146;25.741817;-2.9036663;;;;;;;;;;;
41.89735;25.172401;-2.690534;;;;;;;;;;;
38.238995;24.603832;-2.4777186;;;;;;;;;;;
34.877953;24.251684;-2.2852762;;;;;;;;;;;
31.521904;23.90006;-2.0931196;;;;;;;;;;;
28.17084;23.54896;-1.9012486;;;;;;;;;;;
24.223318;23.00903;-1.8084055;;;;;;;;;;;
20.28166;22.469902;-1.7157003;;;;;;;;;;;
16.226074;21.919231;-1.6948056;;;;;;;;;;;
12.176512;21.369379;-1.673942;;;;;;;;;;;
8.132964;20.820343;-1.6531093;;;;;;;;;;;
3.5381699;19.716833;-1.8595287;;;;;;;;;;;
-1.0497998;18.614964;-2.0656414;;;;;;;;;;;
-4.9889855;17.844622;-2.339334;;;;;;;;;;;
-8.92232;17.075424;-2.6126199;;;;;;;;;;;
-12.8498125;16.307367;-2.8855;;;;;;;;;;;
-15.930753;15.526286;-3.2360995;;;;;;;;;;;
-19.007116;14.746365;-3.5861783;;;;;;;;;;;
-21.361202;14.288237;-3.6947706;;;;;;;;;;;
-23.71179;13.830789;-3.8032017;;;;;;;;;;;
-26.058887;13.37402;-3.9114716;;;;;;;;;;;
-27.758846;12.820028;-4.1167808;;;;;;;;;;;
-29.45628;12.26686;-4.321785;;;;;;;;;;;
-30.040192;12.09083;-4.3576117;;;;;;;;;;;
-30.623238;11.915061;-4.3933854;;;;;;;;;;;
-31.045382;11.761995;-4.439345;;;;;;;;;;;
-31.466898;11.609157;-4.485236;;;;;;;;;;;
-31.7436;11.520925;-4.273121;;;;;;;;;;;
-32.019894;11.432824;-4.061321;;;;;;;;;;;
-31.901646;11.530137;-4.1958566;;;;;;;;;;;
-31.783573;11.627306;-4.3301926;;;;;;;;;;;
-31.665676;11.724331;-4.4643292;;;;;;;;;;;
-30.63458;12.17663;-4.5085;;;;;;;;;;;
-29.605017;12.628258;-4.552605;;;;;;;;;;;
-25.49407;13.886831;-4.689637;;;;;;;;;;;
-21.389229;15.143535;-4.826466;;;;;;;;;;;
-16.78036;16.767817;-4.850182;;;;;;;;;;;
-12.178334;18.389687;-4.873863;;;;;;;;;;;
-7.583145;20.009148;-4.8975086;;;;;;;;;;;
-2.9626615;21.463501;-4.7767916;;;;;;;;;;;
1.6509595;22.915695;-4.656254;;;;;;;;;;;
6.058559;24.025322;-4.373895;;;;;;;;;;;
10.459611;25.1333;-4.091956;;;;;;;;;;;
14.925379;26.077353;-3.811137;;;;;;;;;;;
19.384514;27.02;-3.5307348;;;;;;;;;;;
23.582733;27.95606;-3.5123339;;;;;;;;;;;
27.774717;28.89073;-3.4939601;;;;;;;;;;;
31.960476;29.82401;-3.4756138;;;;;;;;;;;
36.061474;30.717052;-3.5055442;;;;;;;;;;;
40.15638;31.608768;-3.53543;;;;;;;;;;;
43.40715;32.272358;-3.6227782;;;;;;;;;;;
46.65309;32.934963;-3.7099967;;;;;;;;;;;
50.078373;33.331352;-3.4976304;;;;;;;;;;;
53.498566;33.72715;-3.2855797;;;;;;;;;;;
55.483025;33.91422;-3.2187324;;;;;;;;;;;
57.46454;34.10101;-3.1519845;;;;;;;;;;;
59.44311;34.28752;-3.0853355;;;;;;;;;;;
61.26081;34.333633;-2.751871;;;;;;;;;;;
63.07581;34.37968;-2.418902;;;;;;;;;;;
64.14011;34.52945;-2.393316;;;;;;;;;;;
65.20282;34.678997;-2.367768;;;;;;;;;;;
66.263954;34.828323;-2.342258;;;;;;;;;;;
67.41904;34.90898;-2.2014923;;;;;;;;;;;
68.5724;34.989517;-2.0609357;;;;;;;;;;;
68.68164;34.934723;-1.9705204;;;;;;;;;;;
68.79072;34.880013;-1.8802394;;;;;;;;;;;
68.89963;34.825382;-1.7900925;;;;;;;;;;;
68.20904;34.634922;-1.7592691;;;;;;;;;;;
67.51948;34.444744;-1.7284915;;;;;;;;;;;
67.316666;34.467484;-1.5900401;;;;;;;;;;;
67.11415;34.49019;-1.4517941;;;;;;;;;;;
65.58999;34.405983;-1.3714005;;;;;;;;;;;
64.068085;34.3219;-1.2911263;;;;;;;;;;;
62.548443;34.23794;-1.2109712;;;;;;;;;;;
58.139458;34.02016;-1.3344524;;;;;;;;;;;
53.737022;33.802704;-1.4577502;;;;;;;;;;;
49.074493;32.987362;-1.1544746;;;;;;;;;;;
44.418888;32.17323;-0.85164946;;;;;;;;;;;
39.86572;31.366198;-0.7816849;;;;;;;;;;;
35.31931;30.560366;-0.7118241;;;;;;;;;;;
30.779652;29.75573;-0.64206713;;;;;;;;;;;
27.034578;29.030975;-0.6307619;;;;;;;;;;;
23.295067;28.307297;-0.6194735;;;;;;;;;;;
19.56111;27.584694;-0.60820186;;;;;;;;;;;
16.056553;27.038347;-0.46173638;;;;;;;;;;;
12.557201;26.492813;-0.31548843;;;;;;;;;;;
8.284885;25.853975;-0.3627359;;;;;;;;;;;
4.018915;25.216085;-0.4099132;;;;;;;;;;;
-0.24071872;24.579144;-0.45702043;;;;;;;;;;;
-4.7537875;23.668518;-0.8050555;;;;;;;;;;;
-9.260152;22.759247;-1.1525737;;;;;;;;;;;
-13.829112;21.752441;-1.4931238;;;;;;;;;;;
-18.391287;20.747131;-1.833168;;;;;;;;;;;
-22.946684;19.743315;-2.172707;;;;;;;;;;;
-25.719906;19.002434;-2.5389524;;;;;;;;;;;
-28.489008;18.262653;-2.9046535;;;;;;;;;;;
-30.451431;18.2184;-2.6927824;;;;;;;;;;;
-32.41094;18.17421;-2.4812257;;;;;;;;;;;
-33.929363;17.438463;-3.0951326;;;;;;;;;;;
-35.44553;16.703812;-3.7081277;;;;;;;;;;;
-36.959446;15.97025;-4.3202124;;;;;;;;;;;
-37.70221;15.675389;-4.621273;;;;;;;;;;;
-38.44387;15.380967;-4.9218864;;;;;;;;;;;
-38.690292;15.33945;-4.639835;;;;;;;;;;;
-38.93635;15.297995;-4.3582015;;;;;;;;;;;
-39.365086;15.207369;-3.8031995;;;;;;;;;;;
-39.79318;15.1168785;-3.2490218;;;;;;;;;;;
-40.22064;15.026523;-2.6956673;;;;;;;;;;;
-40.17563;14.884404;-2.542735;;;;;;;;;;;
-40.130688;14.742497;-2.39003;;;;;;;;;;;
-39.99422;14.713289;-2.1490476;;;;;;;;;;;
-39.85796;14.684125;-1.9084233;;;;;;;;;;;
-38.63839;15.38716;-2.961914;;;;;;;;;;;
-37.42063;16.089151;-4.0138397;;;;;;;;;;;
-36.20468;16.7901;-5.0642033;;;;;;;;;;;
-31.541687;18.09551;-4.6737995;;;;;;;;;;;
-26.885618;19.398981;-4.2839756;;;;;;;;;;;
-22.668886;20.425325;-4.3012037;;;;;;;;;;;
-18.458418;21.450146;-4.3184066;;;;;;;;;;;
-14.380156;22.12083;-4.429418;;;;;;;;;;;
-10.307951;22.79052;-4.540264;;;;;;;;;;;
-6.2417946;23.459215;-4.6509457;;;;;;;;;;;
-2.3634548;23.903622;-4.971432;;;;;;;;;;;
1.5091248;24.347368;-5.291443;;;;;;;;;;;
6.1161036;24.773905;-5.3146086;;;;;;;;;;;
10.71624;25.199808;-5.33774;;;;;;;;;;;
15.309544;25.62508;-5.360837;;;;;;;;;;;
18.975077;25.956587;-5.537765;;;;;;;;;;;
22.635166;26.2876;-5.71443;;;;;;;;;;;
26.260645;26.711815;-5.7483287;;;;;;;;;;;
29.88074;27.1354;-5.782177;;;;;;;;;;;
33.42771;27.582623;-5.74332;;;;;;;;;;;
36.969414;28.02918;-5.704521;;;;;;;;;;;
40.50586;28.475075;-5.6657796;;;;;;;;;;;
44.045746;29.038687;-5.552197;;;;;;;;;;;
47.580376;29.601461;-5.438783;;;;;;;;;;;
51.32379;30.248678;-5.1603117;;;;;;;;;;;
55.06165;30.894934;-4.8822536;;;;;;;;;;;
57.91789;31.39436;-4.6145673;;;;;;;;;;;
60.769886;31.893044;-4.347278;;;;;;;;;;;
63.617645;32.390987;-4.080386;;;;;;;;;;;
66.08093;32.751297;-3.6664774;;;;;;;;;;;
68.54056;33.111073;-3.2531834;;;;;;;;;;;
69.665184;33.217285;-2.9283059;;;;;;;;;;;
70.78814;33.323338;-2.603911;;;;;;;;;;;
71.909424;33.429234;-2.2799978;;;;;;;;;;;
72.550766;33.55517;-2.1774752;;;;;;;;;;;
73.191154;33.68092;-2.075105;;;;;;;;;;;
72.4733;33.582203;-2.0324972;;;;;;;;;;;
71.75651;33.483635;-1.9899527;;;;;;;;;;;
71.028015;33.559;-1.8424166;;;;;;;;;;;
70.300606;33.634247;-1.6950997;;;;;;;;;;;
69.57428;33.709385;-1.5480016;;;;;;;;;;;
66.36811;33.27302;-1.339548;;;;;;;;;;;
63.166702;32.837307;-1.1314039;;;;;;;;;;;
58.548935;32.298027;-0.81164163;;;;;;;;;;;
53.938026;31.759548;-0.49235427;;;;;;;;;;;
50.037228;31.285828;-0.15642941;;;;;;;;;;;
46.142227;30.81281;0.17899649;;;;;;;;;;;
42.25301;30.340496;0.5139242;;;;;;;;;;;
39.263447;30.123316;0.7884634;;;;;;;;;;;
36.278324;29.906458;1.0625949;;;;;;;;;;;
31.672722;29.999615;1.6368963;;;;;;;;;;;
27.073961;30.092634;2.2103446;;;;;;;;;;;
23.239716;29.733177;2.6189773;;;;;;;;;;;
19.411165;29.374254;3.027003;;;;;;;;;;;
16.129845;28.926659;3.2031343;;;;;;;;;;;
12.853398;28.479727;3.3790038;;;;;;;;;;;
9.581819;28.03346;3.5546122;;;;;;;;;;;
6.6196017;27.399347;3.6930714;;;;;;;;;;;
3.6617846;26.766176;3.8313248;;;;;;;;;;;
0.7664285;26.078403;3.8638973;;;;;;;;;;;
-2.1246269;25.391651;3.8964217;;;;;;;;;;;
-5.168059;24.585436;3.946991;;;;;;;;;;;
-8.20697;23.780418;3.9974854;;;;;;;;;;;
-11.088625;23.19442;3.9926422;;;;;;;;;;;
-13.966;22.609291;3.9878063;;;;;;;;;;;
-16.8391;22.025032;3.9829776;;;;;;;;;;;
-19.240587;21.769287;3.8380365;;;;;;;;;;;
-21.638508;21.513924;3.6933107;;;;;;;;;;;
-23.663;21.258518;3.5169609;;;;;;;;;;;
-25.684486;21.003492;3.3408728;;;;;;;;;;;
-26.454237;20.936373;3.1440072;;;;;;;;;;;
-27.222843;20.86935;2.9474342;;;;;;;;;;;
-27.990309;20.80243;2.751153;;;;;;;;;;;
-29.9581;20.60769;2.542961;;;;;;;;;;;
-31.92297;20.413242;2.335078;;;;;;;;;;;
-32.227467;20.651785;3.2432716;;;;;;;;;;;
-32.531513;20.889973;4.1501164;;;;;;;;;;;
-33.231903;20.770002;4.110683;;;;;;;;;;;
-33.93125;20.65021;4.071308;;;;;;;;;;;
-33.955616;20.589926;3.5154145;;;;;;;;;;;
-33.979942;20.529732;2.9603465;;;;;;;;;;;
-34.00423;20.469627;2.406103;;;;;;;;;;;
-32.82211;20.717623;2.244148;;;;;;;;;;;
-31.641743;20.96525;2.0824335;;;;;;;;;;;
-29.804049;21.21279;2.066549;;;;;;;;;;;
-27.969084;21.45996;2.0506883;;;;;;;;;;;
-23.542597;22.441166;2.065568;;;;;;;;;;;
-19.122684;23.420916;2.0804257;;;;;;;;;;;
-15.569411;24.0919;2.1125133;;;;;;;;;;;
-12.021415;24.761887;2.144553;;;;;;;;;;;
-7.594209;25.529482;2.359865;;;;;;;;;;;
-3.1735797;26.295937;2.5748572;;;;;;;;;;;
1.2404839;27.061253;2.78953;;;;;;;;;;;
5.1023803;27.721079;2.7122836;;;;;;;;;;;
8.95854;28.379925;2.635152;;;;;;;;;;;
12.432095;28.768774;2.5491583;;;;;;;;;;;
15.90049;29.157045;2.4632924;;;;;;;;;;;
19.495157;29.785286;2.30532;;;;;;;;;;;
23.084484;30.412594;2.1475823;;;;;;;;;;;
26.668482;31.038969;1.9900789;;;;;;;;;;;
29.67714;31.36538;1.880638;;;;;;;;;;;
32.681328;31.691305;1.7713597;;;;;;;;;;;
35.78148;32.267956;1.7137191;;;;;;;;;;;
38.877026;32.843746;1.6561642;;;;;;;;;;;
41.70569;33.326252;1.4620816;;;;;;;;;;;
44.53015;33.80804;1.2682872;;;;;;;;;;;
47.232178;34.26232;1.1948432;;;;;;;;;;;
49.930195;34.71593;1.1215082;;;;;;;;;;;
52.79588;35.15119;1.20355;;;;;;;;;;;
55.657307;35.585808;1.2854698;;;;;;;;;;;
58.514484;36.019775;1.367268;;;;;;;;;;;
60.80414;36.152523;1.4994382;;;;;;;;;;;
63.09039;36.285072;1.6314121;;;;;;;;;;;
65.52276;36.493725;1.9076579;;;;;;;;;;;
67.95152;36.702072;2.1834934;;;;;;;;;;;
69.63232;36.817398;2.3577917;;;;;;;;;;;
71.31061;36.932552;2.531831;;;;;;;;;;;
71.96588;36.96829;2.6361833;;;;;;;;;;;
72.62018;37.00397;2.7403803;;;;;;;;;;;
72.58889;36.9842;2.831659;;;;;;;;;;;
72.557655;36.964455;2.9228024;;;;;;;;;;;
72.31847;36.938847;3.0485947;;;;;;;;;;;
72.07963;36.913277;3.1742;;;;;;;;;;;
71.84114;36.887745;3.299619;;;;;;;;;;;
71.09218;36.713577;3.419101;;;;;;;;;;;
70.34433;36.53967;3.5384054;;;;;;;;;;;
68.722374;36.316647;3.5266702;;;;;;;;;;;
67.10283;36.093956;3.5149524;;;;;;;;;;;
65.48569;35.871593;3.503252;;;;;;;;;;;
63.24076;35.474796;3.5500574;;;;;;;;;;;
60.99917;35.07859;3.5967934;;;;;;;;;;;
58.30478;34.532894;3.560426;;;;;;;;;;;
55.614395;33.98801;3.5241125;;;;;;;;;;;
52.67245;33.65208;3.5283883;;;;;;;;;;;
49.734875;33.316654;3.5326576;;;;;;;;;;;
46.801662;32.981724;3.5369205;;;;;;;;;;;
44.26427;32.65893;3.6400604;;;;;;;;;;;
41.73065;32.336617;3.7430472;;;;;;;;;;;
39.076244;32.163597;3.8057666;;;;;;;;;;;
36.42578;31.990835;3.868393;;;;;;;;;;;
32.95284;31.698267;3.9995131;;;;;;;;;;;
29.485058;31.406134;4.130439;;;;;;;;;;;
26.022425;31.114435;4.26117;;;;;;;;;;;
23.389666;30.824713;4.476845;;;;;;;;;;;
20.760815;30.53542;4.692199;;;;;;;;;;;
17.550564;30.176847;4.695582;;;;;;;;;;;
14.345082;29.818808;4.698959;;;;;;;;;;;
11.63443;29.560745;4.7229495;;;;;;;;;;;
8.927804;29.303064;4.7469044;;;;;;;;;;;
6.2251983;29.045767;4.7708235;;;;;;;;;;;
2.1952593;28.532597;4.3252573;;;;;;;;;;;
-1.828694;28.02019;3.8803527;;;;;;;;;;;
-6.091845;27.65357;3.5741248;;;;;;;;;;;
-10.348663;27.287497;3.2683518;;;;;;;;;;;
-13.546088;26.571598;3.100207;;;;;;;;;;;
-16.738764;25.856762;2.9323123;;;;;;;;;;;
-19.926697;25.142988;2.7646666;;;;;;;;;;;
-22.337765;24.518919;2.5728648;;;;;;;;;;;
-24.74525;23.895775;2.381348;;;;;;;;;;;
-26.810715;23.461645;2.1990921;;;;;;;;;;;
-28.873112;23.028162;2.017107;;;;;;;;;;;
-30.932444;22.595322;1.8353921;;;;;;;;;;;
-32.08586;22.16565;1.6909758;;;;;;;;;;;
-33.237568;21.736616;1.546774;;;;;;;;;;;
-33.838028;21.478775;1.4659033;;;;;;;;;;;
-34.437595;21.221317;1.3851527;;;;;;;;;;;
-35.03627;20.964241;1.304522;;;;;;;;;;;
-35.253952;20.744156;1.1502345;;;;;;;;;;;
-35.47131;20.524397;0.996176;;;;;;;;;;;
-35.688343;20.304964;0.84234643;;;;;;;;;;;
-36.764008;20.061451;0.7420441;;;;;;;;;;;
-37.838078;19.818302;0.6418907;;;;;;;;;;;
-38.017094;19.479155;1.2457105;;;;;;;;;;;
-38.195843;19.14051;1.8486334;;;;;;;;;;;
-37.73362;19.179108;1.6538441;;;;;;;;;;;
-37.272083;19.217648;1.4593441;;;;;;;;;;;
-36.28428;19.223589;1.3306344;;;;;;;;;;;
-35.29794;19.229523;1.2021158;;;;;;;;;;;
-30.906292;19.874891;1.1042246;;;;;;;;;;;
-26.521166;20.519302;1.0064787;;;;;;;;;;;
-22.142553;21.162758;0.908878;;;;;;;;;;;
-19.264212;22.052816;0.8891263;;;;;;;;;;;
-16.390146;22.941553;0.86940396;;;;;;;;;;;
-12.438526;23.58716;1.085067;;;;;;;;;;;
-8.492775;24.23181;1.3004099;;;;;;;;;;;
-4.3760166;24.98841;1.6101084;;;;;;;;;;;
-0.26537254;25.743887;1.9193468;;;;;;;;;;;
3.8391662;26.498241;2.228126;;;;;;;;;;;
8.442684;27.14081;2.7154183;;;;;;;;;;;
13.039366;27.782423;3.2019866;;;;;;;;;;;
16.78205;28.23177;3.068304;;;;;;;;;;;
20.519173;28.680449;2.9348202;;;;;;;;;;;
23.828003;29.038414;2.9380074;;;;;;;;;;;
27.131918;29.39585;2.94119;;;;;;;;;;;
30.430927;29.752752;2.944368;;;;;;;;;;;
33.079136;29.844173;2.8705382;;;;;;;;;;;
35.723415;29.93546;2.7968183;;;;;;;;;;;
39.16367;30.268839;2.8305068;;;;;;;;;;;
42.598812;30.601723;2.864145;;;;;;;;;;;
45.648888;30.78754;2.8138578;;;;;;;;;;;
48.69443;30.973083;2.7636454;;;;;;;;;;;
52.134212;31.196783;2.8833623;;;;;;;;;;;
55.568882;31.420149;3.0029016;;;;;;;;;;;
58.584824;31.395344;3.0372658;;;;;;;;;;;
61.59629;31.370575;3.0715787;;;;;;;;;;;
64.96024;31.305168;3.2183294;;;;;;;;;;;
68.3192;31.239859;3.364862;;;;;;;;;;;
71.673164;31.174646;3.511177;;;;;;;;;;;
74.46588;30.730549;3.7943087;;;;;;;;;;;
77.25445;30.28711;4.0770197;;;;;;;;;;;
79.26772;29.803373;4.624542;;;;;;;;;;;
81.278015;29.320356;5.171252;;;;;;;;;;;
82.48359;29.13681;5.6133566;;;;;;;;;;;
83.68737;28.953537;6.054805;;;;;;;;;;;
84.889366;28.770536;6.4955974;;;;;;;;;;;
84.98854;28.667336;6.9417663;;;;;;;;;;;
85.08756;28.564287;7.387273;;;;;;;;;;;
84.02957;28.692678;7.365894;;;;;;;;;;;
82.97315;28.82088;7.3445463;;;;;;;;;;;
80.563675;29.06601;7.3650284;;;;;;;;;;;
78.157776;29.310774;7.3854795;;;;;;;;;;;
75.755455;29.555176;7.4059005;;;;;;;;;;;
71.55744;29.756996;7.0632987;;;;;;;;;;;
67.36567;29.958517;6.7212057;;;;;;;;;;;
